STORE_CODE,CITY,STATE,ZIP_CODE,OPEN_DATE,REVENUE,CUST_CNT,TRANS_CNT,FUTURE_REV,PLATINUM_PCT,GOLD_PCT,SILVER_PCT,BRONZE_PCT,MEDIUM_PCT,LOW_PCT,NEW_CNT,REACTIVATED_CNT,CONTINUING_CNT,NEW_PCT,REACTIVATED_PCT,CONTINUING_PCT,ONLINE_REVENUE,ONLINE_CUST_CNT,ONLINE_TRANS_CNT,ONLINE_FUTURE_REV,ONLINE_LESSTHAN5,ONLINE_BT5AND10,ONLINE_BT10AND15,ONLINE_BT15AND20,ONLINE_BT20AND25,ONLINE_BT25AND30,ONLINE_MORETHAN30,MAPPED_ZP_HHSIZE_AVG,MAPPED_ZP_AGE_MEDIAN,MAPPED_ZP_MALE_PERCENT,MAPPED_ZP_FEMALE_PERCENT,MAPPED_ZP_MARRIED_PERCENT,MAPPED_ZP_SINGLE_PERCENT,MAPPED_ZP_HHINCOME_MEDIAN,MAPPED_ZP_POPULATION,MAPPED_ZP_HISPANIC,MAPPED_ZP_WHITE,MAPPED_ZP_AFRICAN_AMERICAN,MAPPED_ZP_AM_IN_ALSK_NAT,MAPPED_ZP_ASIAN,MAPPED_ZP_NAT_HAW_PAC_ISLANDER,MAPPED_ZP_TWOPLUS_RACES,MAPPED_ZP_OTHER_RACE,STORE_SIZE,STORE_MALL_TYPE,STORE_MALL_SUBTYPE,CLIMATE_Q1,CLIMATE_Q2,CLIMATE_Q3,CLIMATE_Q4,STORE_LAUNCH
1503,San Francisco,CA,94103,10/5/1989,10295078.09,47650,65188,21590680.29,4.78,14.04,11.87,23.99,20.98,24.33,25279,7062,16547,51.71,14.45,33.85,20884871.48,35884,93238,16366925.01,29221,4219,2362,82,0,0,0,2.511891892,39.93157895,0.511796979,0.488203021,0.427289474,0.572710526,81517.8018,31709.68421,5559.710526,11997.18421,1350.763158,47.76315789,11197.52632,171.8157895,1235.947368,148.9736842,11851,Mall,Top Tier,COLD,HOT,COLD,COLD,1989
1505,Costa Mesa,CA,92626,2/1/2000,6360963.57,27778,45399,16583922.96,7.09,16.52,11.86,22.8,17.84,23.9,13155,4002,11445,45.99,13.99,40.01,7008172.92,13993,39706,5185736.37,3373,5704,2909,1286,531,146,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mall,Top Tier,COLD,HOT,COLD,COLD,1989
1506,Philadelphia,PA,19103,10/12/1990,5640842.805,24311,39608,15851572.71,7.21,19.31,15.45,27.58,14.19,16.26,9536,4148,11557,37.78,16.43,45.79,11857700.64,21004,59965,8370221.28,14199,6096,442,224,11,20,12,2.577647059,35.16923077,0.474300905,0.525699095,0.336192308,0.663807692,49102.62756,22641.33333,3527,7422.5,9746.555556,43.68518519,1413.888889,6.759259259,422.3703704,58.57407407,8024,Mall,Urban Specialty,COLD,HOT,COLD,COLD,1990
1507,Portland,OR,97204,1/1/2001,3738606.33,19168,26907,8726773.425,4.77,14.57,13.2,24.91,19.04,23.51,9544,3198,7003,48.34,16.2,35.47,11736786.35,21152,61446,7595604.84,11789,5607,1850,441,237,64,1164,2.50796875,39.434375,0.500479674,0.499520326,0.48259375,0.51740625,57461.39153,22731.98462,2331.984615,16869.93846,796.6769231,130.0769231,1493.815385,127.8923077,929.8923077,51.70769231,7481,Mall,B+,COLD,HOT,COLD,COLD,2001
1509,Washington,DC,20007,10/15/1991,8648014.935,37066,53695,28030175.69,8.95,20.78,15.41,25.27,13.02,16.57,13782,6027,18651,35.83,15.67,48.49,6242577.675,9121,27707,4507251.765,9120,1,0,0,0,0,0,2.213333333,36.01666667,0.483548535,0.516451465,0.444,0.556,103986.2716,17642.44444,1943.444444,12899.44444,796,11,1444.555556,5.333333333,503.8888889,38.77777778,13973,Street,Urban Specialty,COLD,HOT,COLD,COLD,1991
1510,Bethesda,MD,20817,10/18/1991,4065855.075,20008,32746,13878028.17,8.3,18.99,14.27,27.79,17.22,13.44,7516,3546,9570,36.43,17.19,46.38,7819206.87,13375,40636,5257730.925,6113,4243,1509,530,303,175,502,2.784090909,40.51818182,0.485397266,0.514602734,0.5395,0.4605,111457.0271,29095.27273,5679,13128.22727,4140.545455,33,5005.181818,11.13636364,937.5,160.6818182,7715,Mall,A,COLD,HOT,COLD,COLD,1991
1511,Dallas,TX,75225,5/7/1992,4656811.995,20691,32130,16214623.32,9.62,21.96,14.66,24.7,14.65,14.4,7087,3733,10727,32.89,17.32,49.78,3833918.265,7130,18556,3084023.88,3751,1802,486,326,91,45,629,2.625384615,35.66153846,0.497132766,0.502867234,0.525769231,0.474230769,74035.19177,32435.61538,10580,15309.38462,3732.230769,51.61538462,2087.153846,24.76923077,569,81.46153846,7404,Mall,Top Tier,COLD,HOT,HOT,COLD,1992
1512,Oakbrook,IL,60523,5/22/1992,4822305.6,20856,35086,16571847.74,9.79,21.36,15.55,25.82,14.54,12.93,7243,3721,10590,33.6,17.26,49.13,14892929.37,27060,75023,9812705.115,5521,6909,4213,3652,2242,759,3764,2.768245614,41.15517241,0.493813167,0.506186833,0.500896552,0.499103448,70680.95316,20181.91379,3655.689655,12807.5,2289.724138,10.37931034,1106.241379,3.827586207,288.3793103,20.17241379,9611,Lifestyle,Top Tier,COLD,HOT,COLD,COLD,1992
1513,Northbrook,IL,60062,7/24/1992,2295380.775,10830,17047,10621804.95,12.81,23.28,14.99,25.75,13.11,10.05,3029,1824,6387,26.95,16.23,56.82,5460208.155,8083,24178,4064679.99,4755,2627,251,123,61,212,54,2.613076923,42.79230769,0.491096881,0.508903119,0.599846154,0.400153846,92189.21252,36345.07692,4337.538462,25902.46154,733.3846154,39.53846154,4752.461538,10.38461538,522,47.30769231,8282,Mall,B,COLD,HOT,COLD,COLD,1992
1514,Chicago,IL,60611,8/27/1992,9169619.82,39574,56764,32000868.23,10.01,20.77,14.87,24.55,14.66,15.16,14935,6736,19318,36.44,16.43,47.13,10797442.29,17949,50445,7521926.385,12339,1742,1257,239,467,568,1337,2.267272727,36.21515152,0.472591017,0.527408983,0.347272727,0.652727273,51025.25465,24565.0303,3754.181818,7290.848485,11593.30303,40.51515152,1497.090909,4.939393939,353.6666667,30.48484848,9543,Street,Downtown Mall,COLD,HOT,COLD,COLD,1992
1515,Troy,MI,48084,9/17/1992,5309843.37,21387,36993,13602464.54,7.1,18.4,15.46,29.33,16.17,13.53,8115,4307,9649,36.77,19.51,43.72,12416681.24,23844,63107,8625794.745,5312,4936,4219,6124,800,397,2056,2.529936306,40.31401274,0.488035176,0.511964824,0.457292994,0.542707006,59305.67338,21645.1,977.05,13534.05625,5658.8,54.525,896.175,5.65625,474.04375,44.79375,8524,Mall,Top Tier,COLD,HOT,COLD,COLD,1992
1517,Westport,CT,06880,10/30/1992,6511311.42,21533,41552,21045173.7,12.43,25,15.98,25.08,11.97,9.54,5446,3782,13146,24.34,16.9,58.76,6921861.495,10689,31859,5653622.235,5042,3357,1422,562,255,48,3,2.754,42.15238095,0.510132673,0.489867327,0.499,0.501,90224.61168,18673.09524,3809.809524,10774.71429,2843.380952,35.19047619,752.7619048,4.285714286,382.0952381,70.85714286,8480,Street,Metro Area Street,COLD,HOT,COLD,COLD,1992
1520,Atlanta,GA,30326,5/1/2002,11209976.87,45538,72910,28063188.35,7.17,17.65,14.14,26.73,16.12,18.19,18974,7338,20773,40.3,15.58,44.12,8265043.545,12860,36925,6022554.9,8736,2957,535,322,163,67,80,2.427333333,36.53333333,0.477822774,0.522177226,0.410466667,0.589533333,60779.15476,27894.2,3256.133333,11789.4,9723.466667,41.86666667,2301.333333,15.86666667,661.6666667,104.4666667,13422,Mall,Top Tier,COLD,HOT,COLD,COLD,2002
1521,Garden City,NY,11530,4/21/1993,4673488.08,23089,36456,17192189.15,9.35,20.17,14.07,25.3,15.07,16.04,9416,3518,10896,39.51,14.76,45.72,10563283.56,17735,51940,7380946.68,6028,9452,2255,0,0,0,0,3.119423077,41.07037037,0.491745471,0.508254529,0.492481481,0.507518519,88537.5389,25961.62963,4408.555556,11216.09259,7099.166667,41.05555556,2418.018519,7.87037037,490.8703704,280,8453,Mall,Top Tier,COLD,HOT,COLD,COLD,1993
1522,Pasadena,CA,91105,5/15/1993,5932074.27,27601,44013,13068526.5,5.27,15.5,12.45,24.23,20.72,21.83,13410,3948,11059,47.19,13.89,38.92,14079697.86,27323,78913,9943466.445,9988,4669,2059,2464,1098,769,6276,3.226941176,38.59529412,0.488384289,0.511615711,0.469294118,0.530705882,66148.19673,36548.11765,20204.45882,7110.035294,921.9294118,79.72941176,7529.988235,65.21176471,555.8588235,80.90588235,11369,Street,Metro Area Street,HOT,HOT,HOT,HOT,1993
1524,Houston,TX,77056,8/26/1993,2988428.055,15718,21268,9298643.295,6.7,17.37,13.22,25.22,17.18,20.3,7105,2462,6618,43.9,15.21,40.89,5998176.93,9982,28531,4173799.365,5427,903,1255,1254,461,224,458,2.736428571,36.75,0.499785303,0.500214697,0.500214286,0.499785714,57654.15007,33216.6,13422.46667,8690.933333,6905.066667,23.8,3601.6,13,527.5333333,32.2,6595,Mall,Top Tier,HOT,HOT,HOT,COLD,1993
1525,St Louis,MO,63131,9/16/1993,3014531.685,13029,22856,9496711.395,8.53,20.21,15.18,28.43,15.81,11.84,4584,2374,6625,33.75,17.48,48.77,5355038.46,10668,28273,3635867.91,3457,2298,1421,637,385,203,2267,2.569387755,41.894,0.50230685,0.49769315,0.56568,0.43432,71089.69125,19391.94118,535,17018.41176,710.9803922,28.05882353,696,3.68627451,370.3333333,29.47058824,7541,Mall,B,COLD,HOT,COLD,COLD,1993
1526,Peabody,MA,01960,9/17/1993,1712050.38,9265,14182,6005544.06,7.57,17.73,13.44,27.05,19.48,14.74,3710,1457,4372,38.89,15.27,45.83,10745222.72,19052,53393,7638830.07,2077,3458,1434,1859,796,451,8977,2.543529412,44.61428571,0.485484473,0.514515527,0.528314286,0.471685714,81675.093,13909.85714,1630.685714,11113.05714,474.6285714,10.82857143,396.4285714,4.428571429,230.3142857,49.48571429,6280,Mall,A-,COLD,HOT,COLD,COLD,1993
1528,Indianapolis,IN,46240,11/17/1993,4522144.575,17438,31048,10706487.75,6.66,17.44,15.2,30.68,16.66,13.36,6843,3321,8006,37.66,18.28,44.06,8911594.23,17436,46610,6012607.89,2959,5390,2061,823,631,189,5383,2.562197802,38.32857143,0.487628135,0.512371865,0.493728261,0.506271739,60203.48609,19241.67391,1343.836957,13625.01087,3154.358696,33.05434783,602.9456522,3.934782609,432.3804348,46.15217391,8672,Mall,A-,COLD,HOT,COLD,COLD,1993
1529,Edina,MN,55435,11/18/1993,3813575.1,16447,27213,13538201.01,10.09,21.79,15.17,25.85,14.35,12.75,5428,3525,8098,31.83,20.67,47.49,14785849.7,24604,69989,9846847.545,7065,5407,4103,1680,358,270,5721,2.58890625,39.4328125,0.494530915,0.505469085,0.577484375,0.422515625,80358.37808,17891.54688,971.15625,14356.21875,1023.421875,57.09375,956.4375,4.421875,479.6875,43.109375,9453,Mall,A-,COLD,HOT,COLD,COLD,1993
1530,Bellevue,WA,98004,11/10/1994,3559096.215,17639,26714,9645449.13,6.08,16.97,15.12,28.01,18.32,15.51,6963,3054,8136,38.36,16.82,44.82,12742634.19,25192,65854,8689191.825,4788,6353,2571,1298,1076,1427,7679,2.696578947,39.81794872,0.504835105,0.495164895,0.579128205,0.420871795,90078.48803,24002.175,2046.25,14782.05,1052,118.1,4680.925,160.4,1120.25,42.2,6706,Mall,Top Tier,COLD,HOT,COLD,COLD,1994
1531,King of Prussia,PA,19406,11/1/1995,8834627.01,33538,55064,26376293.97,9.56,21.01,15.46,27.2,14.15,12.62,11672,5795,17316,33.56,16.66,49.78,11149416.98,18298,54764,7706102.31,4321,6739,1278,731,298,328,4603,2.500943396,43.17843137,0.501087174,0.498912826,0.581849057,0.418150943,76952.18323,12718.83929,624.7857143,10144.23214,859,9.071428571,825.7857143,2.160714286,229.3035714,24.5,8615,Mall,Top Tier,COLD,HOT,COLD,COLD,1995
1532,Raleigh,NC,27612,11/1/1995,3129317.43,14604,23528,8612440.185,6.74,17.14,14.03,29.95,16.58,15.58,5951,2685,6501,39.31,17.74,42.95,10893533.82,21128,57832,7251462.975,6065,3847,2390,1020,342,112,7352,2.607631579,37.03421053,0.492165458,0.507834542,0.524315789,0.475684211,66667.06703,31052.52632,3133.578947,19483.86842,6039.315789,86.65789474,1496,10.78947368,701.0789474,101.2368421,9177,Mall,A,COLD,HOT,COLD,COLD,1995
1533,McLean,VA,22102,4/18/1996,4164554.61,18254,29141,19121713.1,13.06,25.49,15.15,23.32,11.7,11.29,5012,3381,10556,26.45,17.84,55.71,2431894.875,3727,11609,1680220.26,3542,185,0,0,0,0,0,2.834444444,39.91111111,0.504385755,0.495614245,0.591888889,0.408111111,133845.9733,20994.55556,2623,12613.44444,754.4444444,14,4071.666667,11.33333333,842.4444444,64.22222222,7812,Mall,A,COLD,HOT,COLD,COLD,1996
1538,Paramus,NJ,07652,8/16/1996,6992293.485,30015,48883,23371526.69,9.44,20.66,15.08,26.75,13.45,14.62,10443,4806,15781,33.65,15.49,50.86,4680752.25,7568,23317,3325076.37,5149,1914,505,0,0,0,0,3.022666667,40.51,0.486184538,0.513815462,0.517133333,0.482866667,87891.78785,15785.54839,4250.903226,8115.580645,1508.806452,12.64516129,1660.290323,1.774193548,197.2580645,38.29032258,6355,Mall,Top Tier,COLD,HOT,COLD,COLD,1996
1539,Palo Alto,CA,94304,11/7/1996,5965698.39,29700,43254,16717715.4,6.62,15.71,11.87,24.31,21.89,19.6,13867,4508,12089,45.52,14.8,39.68,13123180.83,21898,61330,10196842.04,7945,7161,6402,380,10,0,0,2.762571429,39.69714286,0.498900742,0.501099258,0.541371429,0.458628571,107031.3582,27784.62857,6508.914286,10714.42857,911.3714286,56.54285714,8031.342857,362.0857143,1133.085714,66.85714286,7521,Lifestyle,Top Tier,COLD,HOT,COLD,COLD,1996
1541,New York,NY,10003,7/1/1996,24610256.63,91970,150848,76608368,10.27,22.78,15.57,23.29,13.82,14.27,32763,14630,48023,34.34,15.33,50.33,15946446.45,23461,65569,13421209.91,23461,0,0,0,0,0,0,1.845,35.93333333,0.492743334,0.507256666,0.309166667,0.690833333,80915.35422,44607.5,6145.5,30175.5,2097.333333,65.83333333,4875,17,982.1666667,249.1666667,20983,Street,Urban Specialty,COLD,HOT,COLD,COLD,1996
1542,Boca Raton,FL,33431,4/16/1997,2353432.41,12838,19266,7078318.14,6.38,14.49,12.47,27.4,20.49,18.76,5603,2187,5322,42.73,16.68,40.59,7275071.295,13685,36341,4975156.785,2825,2700,1063,806,1427,576,4288,2.622954545,45.31818182,0.482148659,0.517851341,0.473727273,0.526272727,62155.87437,31081.81818,7036.386364,16579.95455,5900.136364,28.79545455,894.3181818,10.47727273,478.3863636,153.3636364,5907,Lifestyle,Top Tier,HOT,HOT,HOT,HOT,1997
1543,Boston,MA,02116,5/9/1997,5941965.525,24490,38335,21613640.19,11.39,21.54,13.69,22.01,13.97,17.4,8986,3769,12827,35.13,14.73,50.14,6012805.62,9830,27955,4580719.245,8960,870,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mall,Downtown Mall,COLD,HOT,COLD,COLD,1997
1544,Short Hills,NJ,07078,6/4/1997,10354106.25,35879,66164,35096789.22,12.55,23.99,14.81,23.75,12.82,12.09,10703,5809,20749,28.72,15.59,55.69,16599980.4,24941,78136,12389201.88,8452,13239,3181,69,0,0,0,2.807922078,40.0012987,0.482150741,0.517849259,0.484571429,0.515428571,86350.60258,21102.70513,5124.512821,8007.794872,5632.076923,22.8974359,1797.179487,2.602564103,309.3461538,206.2948718,10397,Mall,Top Tier,COLD,HOT,COLD,COLD,1997
1545,Charlotte,NC,28211,6/18/1997,4917453.42,21420,36379,14226538.4,7.79,18.29,14.82,30.01,16.03,13.06,7608,4608,10115,34.07,20.63,45.3,19716784.29,37246,100131,12770907.68,7799,5036,3343,2149,1847,800,16272,2.613888889,38.07671233,0.480519481,0.519480519,0.484575342,0.515424658,57485.33495,26548.14474,2779.368421,15944.92105,6048.776316,79.36842105,1039.328947,12.18421053,573.3026316,70.89473684,8513,Mall,A,COLD,HOT,COLD,COLD,1997
1547,Los Angeles,CA,90067,7/30/1997,6297390.405,28040,39605,16380685.46,6.68,16.46,12.38,24.29,20.7,19.49,13279,3892,11734,45.94,13.46,40.6,6532301.01,10898,28675,5510851.95,10739,159,0,0,0,0,0,2.253076923,40.76153846,0.47950618,0.52049382,0.452,0.548,93549.13988,26574.23077,4282.461538,15454.69231,1178.923077,22.76923077,4423.307692,29.61538462,1063.692308,118.7692308,6111,Mall,A,COLD,HOT,COLD,COLD,1997
1548,Farmington,CT,06032,8/1/1997,4075465.56,18241,31411,11973495.51,7.67,18.72,15.14,30.19,15.97,12.31,6398,3357,9080,33.97,17.82,48.21,5251218.33,9931,28540,3554533.425,3067,2549,2082,1023,559,463,188,2.482608696,42.73478261,0.48643731,0.51356269,0.476231884,0.523768116,71633.86295,15618.8,2909.057143,9960.7,1709.371429,14.1,668.4857143,2.942857143,307.8571429,46.28571429,8111,Mall,A,COLD,HOT,COLD,COLD,1997
1551,Aventura,FL,33180,11/30/1997,6137769.09,26209,36402,9527403.555,3.98,11.24,9.98,23.38,21.4,30.02,14799,3261,8514,55.69,12.27,32.04,3032382.375,5810,15647,2319638.445,2823,1365,1187,435,0,0,0,3.08137931,39.85517241,0.480394223,0.519605777,0.42337931,0.57662069,59317.099,39606.58621,16134.75862,9210.827586,12347.34483,82.17241379,1135.62069,11.75862069,501.6551724,182.4482759,7861,Mall,Top Tier,HOT,HOT,HOT,HOT,1997
1553,Braintree,MA,02184,11/10/1997,2274964.65,12197,17928,7282820.31,7,16.78,12.75,24.77,20.44,18.26,5586,1667,5438,44.02,13.14,42.85,2642648.115,4765,14059,2204358.645,4085,345,308,27,0,0,0,2.719047619,38.84090909,0.484722904,0.515277096,0.446590909,0.553409091,77732.52651,21014.95455,1054.545455,14109.04545,3135.863636,36.27272727,1717.590909,9.818181818,467.5454545,484.2727273,7714,Mall,A,COLD,HOT,COLD,COLD,1997
1554,Hackensack,NJ,07601,2/28/1998,2692857.03,12911,21779,12411288.57,11.96,23.65,15.89,25.54,12.05,10.91,3636,2176,7577,27.16,16.25,56.59,14031002.63,25525,74629,8306600.355,15342,9069,1114,0,0,0,0,2.786842105,40.27368421,0.484611213,0.515388787,0.496657895,0.503342105,71533.0455,19953.26316,6637.605263,8555.157895,1666.210526,21.28947368,2710.131579,4.026315789,292.3157895,66.52631579,6744,Mall,A-,COLD,HOT,COLD,COLD,1998
1555,Atlanta,GA,30346,4/1/1998,3531762.225,18520,28214,12396743.81,7.9,19.2,15.02,28.02,15.04,14.84,6560,3270,9408,34.1,17,48.9,5693807.235,10832,29739,4019387.34,4527,3018,1301,1152,471,167,196,2.911282051,36.77948718,0.493505482,0.506494518,0.547948718,0.452051282,75598.71349,47592.30769,7396.307692,26295.69231,7627.333333,91.41025641,4968.051282,13.97435897,1011.025641,188.5128205,8411,Mall,A-,COLD,HOT,COLD,COLD,1998
1556,Santa Monica,CA,90401,1/1/1998,5959679.25,27195,38595,14284828.79,5.84,15.22,11.54,23.52,20.5,23.38,13521,3864,10578,48.35,13.82,37.83,6765994.86,10415,27616,5790921.135,9795,392,228,0,0,0,0,2.16,39.76666667,0.487418473,0.512581528,0.396666667,0.603333333,97456.99295,21756.25,3668.666667,14139.75,811.25,31.91666667,2078.75,23,904.6666667,98.25,15111,Street,Metro Area Street,COLD,HOT,COLD,COLD,1998
1558,Corte Madera,CA,94925,6/3/1998,4332387.765,18682,30870,11634271.64,7.3,18.31,13.06,25.32,19.91,16.1,7601,3318,8306,39.54,17.26,43.2,8158238.22,13500,35593,6661360.77,5381,1831,708,61,1015,1151,3353,2.44969697,47.52727273,0.497426178,0.502573822,0.516121212,0.483878788,79753.65708,13148.81818,2953.424242,8627.30303,334.5151515,21.09090909,652.8484848,16.6969697,413.6969697,129.2424242,8249,Lifestyle,B,COLD,HOT,COLD,COLD,1998
1561,White Plains,NY,10601,11/7/1998,4745969.415,20283,31688,19393069.26,12.36,23.47,14.82,24,13.47,11.88,6558,3806,10655,31.2,18.11,50.69,12711518.04,17993,55420,9450485.085,5927,10994,942,130,0,0,0,2.764634146,41.41904762,0.496295468,0.503704532,0.513547619,0.486452381,108718.102,15713.88095,3393.285714,8389.02381,2523.642857,19.57142857,1042.642857,2.80952381,272.6190476,70.28571429,6421,Mall,A,COLD,HOT,COLD,COLD,1998
1564,Huntington Station,NY,11746,10/8/1998,4297974.69,18528,31767,13744743.75,9.16,20.21,14.71,28.89,15.74,11.3,6366,3416,9320,33.33,17.88,48.79,9342853.125,16618,48033,6650287.995,3878,6491,2591,2615,998,45,0,2.965588235,42.40294118,0.490427224,0.509572776,0.532544118,0.467455882,94370.13033,20496.14706,3661.985294,14073.22059,1398.367647,22.20588235,998.9705882,4.838235294,256.8823529,79.67647059,8151,Mall,A,COLD,HOT,COLD,COLD,1998
1567,Ann Arbor,MI,48108,4/30/1999,2034966.555,10492,16356,5564561.055,5.66,15.18,13.69,29.58,20.12,15.77,4690,1978,4175,43.25,18.24,38.5,7185674.04,14267,38999,4683927.66,3794,1272,1124,1979,430,605,5063,2.572807018,40.95689655,0.492627251,0.507372749,0.523637931,0.476362069,61502.05576,18280.2,732.05,14474.65,1549.65,34.5,967.15,5.316666667,476.2666667,40.61666667,6638,Mall,B,COLD,HOT,COLD,COLD,1999
1569,Columbus,OH,43219,6/30/1999,5302192.86,19864,33987,13226287.4,7.79,19.26,15.07,29.49,15.21,13.18,7455,3623,9572,36.1,17.54,46.35,12064274.6,21749,61170,8060585.55,1636,9833,4007,983,543,399,4348,2.585977011,37.5244186,0.49744909,0.50255091,0.48562069,0.51437931,58152.95294,21333.03448,896.0574713,15405.44828,3438.275862,28.37931034,872.1034483,6.770114943,646.5402299,39.45977011,7971,Lifestyle,Top Tier,COLD,HOT,COLD,COLD,1999
1570,Denver,CO,80206,10/15/1999,6395446.125,26394,42587,15076589.85,6.49,17.7,14.31,27.63,18.18,15.69,10867,5187,11268,39.77,18.98,41.24,13912924.28,26939,67058,10474891.91,11516,5870,3553,1272,700,165,3863,2.548133333,36.85866667,0.500811853,0.499188147,0.486746667,0.513253333,68116.15517,25134.125,5710.2,15780.4625,1759.3375,100.925,1054.7,32.4375,638.7,57.3625,7611,Mall,A,COLD,HOT,COLD,COLD,1999
1573,Portland,OR,97223,5/22/1999,3597826.875,17521,27664,8515519.92,5.33,15.66,13.03,27.56,20.47,17.96,7809,3077,7145,43.31,17.07,39.63,7490027.835,15122,40914,4864836.435,4936,3235,648,195,119,162,5827,2.832272727,39.33181818,0.497443614,0.502556386,0.552545455,0.447454545,63362.51791,20740.04545,3288.954545,15058.20455,301.2727273,72.79545455,1186.704545,63.45454545,741.2727273,27.38636364,6301,Mall,A,COLD,HOT,COLD,COLD,1999
1574,Cincinnati,OH,45236,7/15/1999,3353510.28,15396,25755,8711956.08,6.11,15.68,13.57,31.95,19.08,13.61,6545,3007,6484,40.81,18.75,40.43,8875371.015,17424,46367,5749368.705,2873,5406,2903,1174,720,830,3518,2.529674797,38.79516129,0.486358372,0.513641628,0.47688,0.52312,57056.53394,16386.064,507.528,12981.8,2083.512,16.6,400.624,7.768,359.848,28.384,7187,Mall,A-,COLD,HOT,COLD,COLD,1999
1575,Hyannis,MA,02601,3/30/2000,1768889.445,8224,13554,4973641.455,6.96,15.98,11.58,25.64,21.62,18.23,3630,1250,3595,42.83,14.75,42.42,7245117.96,10771,33919,4752205.125,748,1010,801,1158,954,896,5204,2.275932203,52.58,0.495847887,0.504152113,0.529196721,0.470803279,62757.13543,5282.31746,149.5873016,4728.714286,140.5396825,16.11111111,67.85714286,2.444444444,116.6031746,60.46031746,6304,Mall,B,COLD,HOT,COLD,COLD,2000
1577,Providence Place,RI,02903,8/20/1999,2617821.45,14560,21105,8281941.99,6.11,16.4,13.56,27.93,17.98,18.02,6345,2300,6378,42.24,15.31,42.45,3824385.84,7262,21066,2627445.51,3398,1355,1281,684,141,331,72,2.573188406,40.61142857,0.483735108,0.516264892,0.4588,0.5412,64360.52457,15880.74286,2365.2,11469.74286,939.8714286,36.64285714,460.0285714,10.85714286,391.2714286,207.1285714,7611,Mall,A-,COLD,HOT,COLD,COLD,1999
1578,Mission Viejo,CA,92691,9/1/1999,2345391.03,12068,20629,6358625.46,5.73,16.3,11.94,25.74,21.76,18.52,5442,1902,5056,43.89,15.34,40.77,8332852.335,15954,45896,6027180.57,4372,5607,887,520,644,1071,2853,3.02875,40.0375,0.492902456,0.507097544,0.5344,0.4656,87615.97702,38465.275,13150.95,18582.575,1397.6,88.95,3868.05,90.025,1195.425,91.7,7211,Mall,A-,COLD,HOT,COLD,COLD,1999
1582,New York,NY,10112,10/15/1999,16434246.17,74846,101374,55559163.39,9.29,19.09,12.79,20.74,13.34,24.74,33801,10476,32700,43.91,13.61,42.48,10066614.78,13958,40761,7497287.355,13958,0,0,0,0,0,0,1.762,37.64,0.478413192,0.521586808,0.3356,0.6644,88824.82653,5292.36,518.4,3396,212.68,6.12,1005.8,0.4,125.56,27.4,14749,Street,High Profile Street,COLD,HOT,COLD,COLD,1999
1583,Nashville,TN,37215,10/15/1999,5404094.49,22299,35392,12673308.53,6.21,17.42,15.02,30.83,16.08,14.44,8986,4688,9546,38.7,20.19,41.11,6913921.47,13025,34226,5023911.585,3891,2807,2457,753,621,729,1767,2.714782609,39.4625,0.491488417,0.508511583,0.580125,0.419875,70760.85753,20044.33333,904.5,16847.33333,1210.166667,33.375,711.125,9.291666667,307.3333333,21.20833333,7955,Mall,B+,COLD,HOT,COLD,COLD,1999
1584,Skokie,IL,60077,6/15/2000,5025136.305,21767,36819,19140283.22,11.04,22.46,14.9,26.12,14.19,11.3,6934,3767,11936,30.63,16.64,52.73,7328382.87,11442,35031,5105315.94,10019,1419,4,0,0,0,0,2.755416667,41.62083333,0.487581539,0.512418462,0.55525,0.44475,83165.02412,28160.5,4796.291667,17535.83333,1429.958333,31.375,3610.583333,8.083333333,672.1666667,76.20833333,7938,Mall,A,COLD,HOT,COLD,COLD,2000
1588,Southfield,MI,49512,8/31/2000,2046849.885,8745,15976,5293174.215,6.91,17.21,14.04,29.94,18.79,13.11,3498,1679,3799,38.97,18.71,42.32,6541287.99,12754,34558,4283965.995,2622,2240,941,393,306,502,5750,2.695272727,37.50545455,0.502550918,0.497449082,0.549509091,0.450490909,52898.68426,16912.09091,1401.872727,13469.38182,1163.054545,44.07272727,390.4727273,2.4,423.0181818,17.81818182,8091,Mall,B,COLD,HOT,COLD,COLD,2000
1589,Broomfield,CO,80020,8/11/2000,1503326.835,7990,11716,3668918.58,4.87,14.25,12.63,29.53,21.76,16.95,3720,1460,3068,45.1,17.7,37.2,6861815.895,13548,32967,4795912.575,1560,3402,1779,629,207,85,5886,2.5502,38.328,0.507879221,0.492120779,0.51894,0.48106,71105.2603,21624.01961,4725.686275,15287.4902,230.2156863,73.2745098,818.4901961,16.25490196,436.9019608,35.70588235,5625,Mall,A,COLD,HOT,COLD,COLD,2000
1591,Metarie,LA,70002,10/5/2000,2569612.05,12966,20026,5500665.45,4.35,13.53,12.82,30.92,21.24,17.14,5894,2274,5154,44.24,17.07,38.69,5346703.455,11188,27528,3616991.97,2720,284,119,45,83,723,7214,2.598846154,39.52307692,0.488479473,0.511520527,0.463,0.537,55941.48186,16307.26923,2009.307692,10638.80769,2985.730769,35.57692308,415.7692308,1.884615385,173.0769231,47.11538462,6991,Mall,A,HOT,HOT,HOT,HOT,2000
